paper_id,chunk_id,text
PMC6048781,PMC6048781_002,"In recent years, plant malectin-like receptor kinases, also known as Catharanthus roseus receptor-like kinases (CrRLK1Ls; Franck et al., 2018 ), have been shown to regulate tip growth in root hairs and pollen tubes ( Duan et al., 2010 ; Bai et al., 2014 ; Haruta et al., 2014 ; Ge et al., 2017 ; Schoenaers et al., 2018 ). In one noteworthy study, Bai et al. (2014) reported that a CrRLK1L, which they named [Ca 2+ ] cyt -associated protein kinase 1 (CAP1), modulates root hair growth by maintaining ammonium (NH 4 + ) homeostasis. CAP1 is also known as ERULUS (ERU), named after the son of FERONIA (FER), a widely studied member of the CrRLK1L family ( Haruta et al., 2014 )."
PMC6048781,PMC6048781_003,"In Arabidopsis thaliana , cap1/eru loss-of-function mutants have short and irregularly shaped root hairs consistent with a role of CAP1/ERU as a positive regulator of root hair growth ( Bai et al., 2014 ; Haruta et al., 2014 ; Schoenaers et al., 2018 ). Bai et al. (2014) proposed a model wherein CAP1/ERU functions in maintaining root hair growth under high NH 4 + environments by sensing cytoplasmic NH 4 + . Sensing of cytoplasmic NH 4 + by CAP1/ERU then triggers signaling events that lead to NH 4 + sequestration into the vacuole, making it less toxic to the cell. The model postulates that toxic levels of NH 4 + accumulate in the cytoplasm of cap1/eru loss-of-function mutants, resulting in the disappearance of tip-focused [Ca 2+ ] cyt gradients, and because of this lack of tip-focused [Ca 2+ ] cyt gradients, their root hairs cease to expand ( Bai et al., 2014 )."
PMC6048781,PMC6048781_004,"In this letter, we question the proposed role of CAP1/ERU in NH 4 + homeostasis based on our studies of a new eru-3 mutant allele, showing that CAP1/ERU is instead localized to the plasma membrane (PM) and its function is linked to tip-focused [Ca 2+ ] cyt oscillations. This is further supported by recent work on the eru-2 mutant by Schoenaers et al. (2018) , as described below. A major result used to support the CAP1/ERU-NH 4 + homeostasis model was the observation that a CAP1/ERU-GFP fusion localized to the tonoplast. According to the model, the tonoplast-localized CAP1/ERU is what senses cytoplasmic NH 4 + , resulting in its compartmentalization into the vacuole ( Bai et al., 2014 )."
PMC6048781,PMC6048781_005,"We independently isolated the recessive eru-3 mutant in a forward-genetic screen for root hair mutants that resembled wild-type root hairs treated with low concentrations of the actin-disrupting compound latrunculin B. Here, we refer to our mutant as eru-3 following the nomenclature of Haruta et al. (2014) , in which two mutant alleles of eru were first described as eru-1 and eru-2 . The cap1 mutant (SALK_083442) studied by Bai et al. (2014) is similar to eru-2 ; therefore, we refer to it here as cap1/eru-2 ( Figure 1A ). When we expressed an ERU-GFP construct under the control of the constitutive UBIQUITIN10 ( UBQ10 ) promoter ( UBQ10:ERU-GFP ) in the eru-3 mutants, their root hairs were restored to wild-type lengths, indicating that the fusion protein was functional ( Figures 1B and 1C )."
PMC6048781,PMC6048781_006,"A Functional ERU-GFP Fusion Localizes to the PM and Post-Golgi/Endocytic Vesicles at the Root Hair Tip. (A) Schematic diagram of the domain organization of the ERU protein. Relative positions of T-DNA insertions of eru-1 , cap1/eru-2 , and eru-3 are indicated as vertical lines. (B) and (C) UBQ10:ERU-GFP complements the short root hair phenotypes of eru-3 . Statistical significance for root hair length was determined by one-way ANOVA. Means ± se ( n = 215 for Col-0, 195 for eru-3 , and 264 for eru-3+ERU-GFP root hairs from five independent 4-d-old seedlings per genotype). Different letters indicate significant difference (Tukey’s test, P < 0.001). Bar = 100 μm. (D) Localization of ERU-GFP in root hairs at various stages of development. pm , PM; v , vacuole; t , tonoplast. In addition to the PM, ERU-GFP marks distinct puncta (arrowheads) in root hairs undergoing rapid tip growth."
PMC6048781,PMC6048781_007,"Bars = 10 μm. (E) Double y axis graph showing that fluorescence of ERU-GFP intensifies as root hairs transition to rapid tip growth. Relative fluorescence and root hair length were measured every 10 min. Mean ± se ( n = 4 root hairs from four independent 4-d-old seedlings). (F) Scatterplot showing that fluorescence of ERU-GFP is positively correlated with growth rate of root hairs (P < 2.2 × 10 −6 ). The same data were plotted in (E) and (F) . See detailed methods in supplemental data. We found that instead of localizing to the root hair tonoplast, ERU-GFP marked the PM at the site of root hair bulges. As root hairs transitioned to rapid tip growth, the ERU-GFP signal intensified and formed a diffuse fluorescent cap at the root hair apex ( Figure 1D )."
PMC6048781,PMC6048781_008,"Distal to the root hair tip, ERU-GFP decorated distinct and dynamic puncta that were reminiscent of post-Golgi and endocytic vesicles ( Figure 1D ). As root hairs matured and ceased growth, the intensity of ERU-GFP at the tip declined ( Figure 1D ). Time-course and correlation analyses revealed that tip-directed accumulation of ERU-GFP was most intense in root hairs that grew rapidly ( Figures 1E and 1F ), supporting the role of ERU as a positive regulator of root hair tip growth. It is important to note that Bai et al. (2014) used transient expression of a CAP1/ERU-GFP fusion in protoplasts and onion epidermal cells to conclude that it localized to the tonoplast, and the functionality of their CAP1/ERU-GFP construct was not validated in root hairs."
PMC6048781,PMC6048781_009,"It is possible that their CAP1/ERU-GFP was mislocalized because it was expressed in cell types (i.e., leaf protoplasts and onion epidermal cells) in which ERU is not typically found. We attempted to express ERU-GFP in the eru-3 mutant under the control of the native ERU promoter ( ERU pro ) consisting of 626 bp upstream of the ERU gene. Unfortunately, we were unable to recover ERU pro :ERU-GFP lines. However, it was recently reported that a 2529-bp sequence that included the ERU promoter coupled to the ERU coding and GFP sequence ( ERUp:ERU-GFP ) complemented cap1/eru-2 root hairs ( Schoenaers et al., 2018 ). This group found that expressed ERU-GFP localized to root hairs in a similar manner as our constitutively expressed ERU-GFP, further supporting our conclusion that the PM is where the ERU protein resides. Another major result of Bai et al."
PMC6048781,PMC6048781_010,"(2014) that we address in this letter is their finding that root hairs of cap1/eru loss-of-function mutants appeared to lack tip-focused [Ca 2+ ] cyt gradients. We feel that it is important to address these results because they provide an example of how [Ca 2+ ] cyt imaging data on root hairs can be misinterpreted. For these experiments, it is critical to note that root hair growth ceases when the large central vacuole protrudes toward the cell apex ( Grierson et al., 2014 ). Furthermore, mature, nongrowing root hairs in which the vacuole protrudes to the apex have been shown to lack [Ca 2+ ] cyt gradients ( Wymer et al., 1997 ). The images of cap1/eru-2 root hairs that Bai et al. (2014) presented as the basis for extracting their [Ca 2+ ] cyt data (Figures 2A and 3C in Bai et al. [2014] ) clearly showed the vacuole protruding to the apex."
PMC6048781,PMC6048781_011,"Based on the above observations, we would not expect to find [Ca 2+ ] cyt gradients in such root hairs. We expressed the intensiometric [Ca 2+ ] cyt reporter G-CAMP3 ( Tian et al., 2009 ) in eru-3 to assess if their root hairs lacked a [Ca 2+ ] cyt gradient. We were careful to sample [Ca 2+ ] cyt only in root hairs that had a dense cytoplasm at the cell apex. In contrast to the results of Bai et al. (2014) , we found that eru-3 root hairs that still had a substantial cytoplasm at the apex did not lack tip-focused [Ca 2+ ] cyt gradients. These eru-3 root hairs were still elongating, albeit at a significantly reduced rate when compared with the wild type (∼0.20 μm/min for eru-3 versus 1 μm/min for the wild type). However, we did observe that patterns of tip [Ca 2+ ] cyt oscillations in these slow growing eru-3 root hairs were compromised."
PMC6048781,PMC6048781_012,"Compared with the wild type, root hairs of eru-3 had more prolonged periods of elevated tip-focused [Ca 2+ ] cyt followed by longer periods of dampened [Ca 2+ ] cyt ( Figures 2A to 2C ; Supplemental Movie 1 ). Quantitative analysis of [Ca 2+ ] cyt following the fast Fourier transform methods described by Schoenaers et al. (2018) showed that eru-3 displayed low frequency [Ca 2+ ] cyt oscillations. The main frequency of [Ca 2+ ] cyt oscillations in eru-3 root hairs was 0.003 ± 0.0002 Hz compared with 0.044 ± 0.0184 Hz in the wild type ( Figure 2D ). Furthermore, the amplitude of [Ca 2+ ] cyt oscillation at the tips of eru-3 was ∼3-fold higher than the wild type ( Figure 2E ). These results are in agreement with findings of Schoenaers et al. (2018) in which they showed decreased frequency and increased amplitude of pectin Ca 2+ binding site oscillations in cap1/eru-2 root hairs."
PMC6048781,PMC6048781_013,"It is clear from our results that ERU is important for normal tip-focused [Ca 2+ ] cyt oscillations, a process that is crucial for sustained root hair growth ( Monshausen et al., 2008 ). Mechanistic links between PM-localized ERU and the maintenance of [Ca 2+ ] cyt oscillations are unknown. However, demonstrating the true nature of tip-focused [Ca 2+ ] cyt defects in eru-3 root hairs enables the development of more accurate models that could be tested in the future to explain how ERU modulates tip growth. ERU Functions in Maintaining Normal Tip-Focused [Ca 2+ ] cyt in Root Hairs. (A) Representative heat maps of the root hair apex and normalized oscillograms of one wild-type and two eru-3 mutants. Numbers in the pseudocolored images correspond to indicated positions on the oscillogram."
PMC6048781,PMC6048781_014,"The entire time-lapse sequence corresponding to each oscillogram can be seen in Supplemental Movie 1 , with red indicating the highest [Ca 2+ ] cyt -dependent fluorescence. Bars = 10 μm. (B) Fourier spectra corresponding to wild-type and eru-3 root hair tip-focused [Ca 2+ ] cyt oscillations shown on the rightmost panels of (A) . Main oscillation frequencies for each genotype are indicated by the arrows. (C) and (D) Bar graphs showing the average frequency and amplitude of the main Fourier peaks for wild-type and eru-3 root hairs. Means ± se ( n = 31 wild-type and 36 eru-3 root hairs from 10 independent 5-d-old seedlings per genotype). ***P < 0.0001, Student’s t test. See detailed methods in supplemental data. In light of the ERU localization data presented here and those reported by Schoenaers et al. (2018) , the model by Bai et al."
PMC6048781,PMC6048781_015,"(2014) , proposing that tonoplast-based NH 4 + signaling is the major driver for ERU-mediated tip-focused [Ca 2+ ] cyt oscillations and root hair growth, needs reexamination. Other CrRLK1Ls, such as FER, THESEUS1, HERCULES1, ANXUR, and BUDDHA’s PAPER SEAL, have all been shown to localize to the PM ( Escobar-Restrepo et al., 2007 ; Hématy et al., 2007 ; Boisson-Dernier et al., 2009 ; Guo et al., 2009 ; Miyazaki et al., 2009 ; Duan et al., 2010 ; Ge et al., 2017 ). Our results and those of Schoenaers et al. (2018) clearly demonstrate that ERU is also a PM-localized CrRLK1L and should no longer be referred to as a vacuolar membrane-localized protein. Supplemental Methods. Identification of the eru-3 mutant, UBQ10:ERU-GFP and UBQ10:G-CAMP3 constructs, and live-cell microscopy of root hairs. Supplemental Movie 1. Time-lapse sequences of wild-type and eru-3 tip [Ca 2+ ] cyt oscillations."
PMC6048781,PMC6048781_016,"Supplemental Movie Legend. This work was supported by the National Aeronautics and Space Administration (NASA Grant NNX12AM94G to E.B.B.) and the Noble Research Institute. T.K. and E.B.B. drafted the manuscript. T.K. and J.A.S. generated and analyzed plants expressing ERU-GFP and G-CAMP. T.K., J.A.S., and E.B.B. performed root hair confocal imaging and forward genetic screens. F.L. quantified and interpreted [Ca 2+ ] cyt oscillations using fast Fourier transform methods. Articles can be viewed without a subscription. Articles from The Plant Cell are provided here courtesy of Oxford University Press Connect with NLM National Library of Medicine 8600 Rockville Pike Bethesda, MD 20894"
PMC7503278,PMC7503278_000,"Cytoplasmic calcium ([Ca 2+ ] cyt ) is a well-characterized second messenger in eukaryotic cells. An elevation in [Ca 2+ ] cyt levels is one of the earliest responses in plant cells after exposure to a range of environmental stimuli. Advances in understanding the role of [Ca 2+ ] cyt in plant development has been facilitated by the use of genetically-encoded reporters such as GCaMP. Most of these studies have relied on promoters such as Cauliflower Mosaic Virus ( 35S ) and Ubiquitin10 ( UBQ10 ) to drive expression of GCaMP in all cell/tissue types. Plant organs such as roots consist of various cell types that likely exhibit unique [Ca 2+ ] cyt responses to exogenous and endogenous signals. However, few studies have addressed this question."
PMC7503278,PMC7503278_001,"Here, we introduce a set of Arabidopsis thaliana lines expressing GCaMP3 in five root cell types including the columella, endodermis, cortex, epidermis, and trichoblasts. We found similarities and differences in the [Ca 2+ ] cyt signature among these root cell types when exposed to adenosine tri-phosphate (ATP), glutamate, aluminum, and salt, which are known to trigger [Ca 2+ ] cyt increases in root cells. These cell type-targeted GCaMP3 lines provide a new resource that should enable more in depth studies that address how a particular environmental stimulus is linked to specific root developmental pathways via [Ca 2+ ] cyt . Keywords: GCaMP3, Arabidopsis, cell type specificity, calcium response, [Ca 2+ ] cyt"
PMC8364238,PMC8364238_000,"Root hairs are single-cell protrusions that enable roots to optimize nutrient and water acquisition. These structures attain their tubular shapes by confining growth to the cell apex, a process called tip growth. The actin cytoskeleton and endomembrane systems are essential for tip growth; however, little is known about how these cellular components coordinate their activities during this process. Here, we show that SPIRRIG (SPI), a beige and Chediak Higashi domain-containing protein involved in membrane trafficking, and BRK1 and SCAR2, subunits of the WAVE/SCAR (W/SC) actin nucleating promoting complex, display polarized localizations in Arabidopsis thaliana root hairs during distinct developmental stages. SPI accumulates at the root hair apex via post-Golgi compartments and positively regulates tip growth by maintaining tip-focused vesicle secretion and filamentous-actin integrity."
PMC8364238,PMC8364238_001,"BRK1 and SCAR2 on the other hand, mark the root hair initiation domain to specify the position of root hair emergence. Consistent with the localization data, tip growth was reduced in spi and the position of root hair emergence was disrupted in brk1 and scar1234 . BRK1 depletion coincided with SPI accumulation as root hairs transitioned from initiation to tip growth. Taken together, our work uncovers a role for SPI in facilitating actin-dependent root hair development in Arabidopsis through pathways that might intersect with W/SC."
PMC11579474,PMC11579474_000,"Long-duration spaceflight creates a variety of stresses due to the unique environment, which can lead to compromised functioning of the skeletal and immune systems. However, the mechanisms by which organisms respond to this stress remain unclear. The present study aimed to investigate the impact of three different gravitational loadings (microgravity, 1/6 g [lunar gravity], and 1 g ) on the behavior, bone, thymus, and spleen of mice housed for 25–35 days in the International Space Station. The bone density reduction under microgravity was mostly recovered by 1 g but only partially recovered by 1/6 g . Both 1 g and 1/6 g suppressed microgravity-induced changes in some osteoblast and osteoclast marker gene expression. Thymus atrophy induced by microgravity was half recovered by both 1 g and 1/6 g , but gene expression changes were not fully recovered by 1/6 g ."
PMC11579474,PMC11579474_001,"While no histological changes were observed due to low gravity, alterations in gene expression were noted in the spleen. We found that in bone and thymus, lunar gravity reduced microgravity-induced histological alterations and partially reversed gene expression changes. This study highlighted organ-specific variations in responsiveness to gravity, serving as an animal test for establishing a molecular-level gravity threshold for maintaining a healthy state during future spaceflight. Keywords: Spaceflight, Microgravity, Thymus, Spleen, Bone, Gene expression Subject terms: Transcriptomics, Immunology, Bone"
PMC2998437,PMC2998437_000,"While the bacterial mechanosensitive channel of large conductance (MscL) is the best studied biological mechanosensor and serves as a paradigm for how a protein can sense and respond to membrane tension, the simple matter of its oligomeric state has led to debate, with models ranging from tetramers to hexamers. Indeed, two different oligomeric states of the bacterial mechanosensitive channel MscL have been resolved by X-ray crystallography: The M. tuberculosis channel (MtMscL) is a pentamer, while the S. aureus protein (SaMscL) forms a tetramer. Because several studies suggest that, like MtMscL, the E. coli MscL (EcoMscL) is a pentamer, we re-investigated the oligomeric state of SaMscL. To determine the structural organization of MscL in the cell membrane we developed a disulfide-trapping approach."
PMC2998437,PMC2998437_001,"Surprisingly, we found that virtually all SaMscL channels in vivo are pentameric, indicating this as the physiologically relevant and functional oligomeric state. Complementing our in vivo results, we purified SaMscL and assessed its oligomeric state using three independent approaches (sedimentation equilibrium centrifugation, crosslinking, and light scattering) and established that SaMscL is a pentamer when solubilized in Triton X-100 and C 8 E 5 detergents. However, performing similar experiments on SaMscL solubilized in LDAO, the detergent used in the crystallographic study, confirmed the tetrameric oligomerization resolved by X-ray crystallography. We further demonstrate that this stoichiometric shift is reversible by conventional detergent exchange experiments. Our results firmly establish the pentameric organization of SaMscL in vivo."
PMC2998437,PMC2998437_002,"Furthermore they demonstrate that detergents can alter the subunit stoichiometry of membrane protein complexes in vitro; thus, in vivo assays are necessary to firmly establish a membrane protein's true functionally relevant oligomeric state. With multiple oligomeric states identified in vitro, we devised a disulfide-trapping strategy to identify the oligomeric state of MscL in bacterial membranes. Using this approach, we were able to directly measure the subunit stoichiometry of SaMscL in vivo by generating a series of double-cysteine mutants in regions predicted to be in close proximity from both existing crystal structures ( Figure 1A ). These modifications allow crosslinking in the cell membrane via disulfide bonds as previously described [9] , [10] ."
PMC2998437,PMC2998437_003,"Briefly, the cells were osmotically shocked in the presence of the oxidizing agent copper-phenanthroline, centrifuged, and then immediately resuspended in SDS loading buffer to avoid unnecessary manipulation of the proteins. As we previously observed [9] , osmotic shock increased disulfide bridging, presumably because reductants including glutathione and thioredoxin are released from the cell [11] , thus decreasing the reducing potential of the cytosol. The protein content of the lysed cells was evaluated using SDS-PAGE and molecular weight standards. For the L10C/L89C or L10C/M91C SaMscL channels, we were able to observe efficient in vivo disulfide trapping ( Figure 1B ). For the L10C/L89C protein, a range of oligomeric states was observed, a pentamer being the maximal state. However, for the L10C/M91C protein, one primary band was observed that reflects a pentameric complex."
PMC2998437,PMC2998437_004,"These data demonstrate that the pentamer is by far the major species within the cell membrane and thus appears to be the true structural and functional unit in vivo. The ability to detect mechanical forces is at the basis of not only the senses of touch hearing and balance but also cardiovascular and osmotic regulation. One of the primary ways that organisms detect forces is through mechanosensitive channels, and mechanosensation is so vital that essentially all organisms have at least one such sensor. Indeed, the best-studied mechanosensitive channel is from bacteria, and because relatively little is known of mechanosensors from higher organisms, these channels are a model for how a protein can sense and respond to mechanical forces. Although the bacterial mechanosensitive channel MscL has been well studied, the simple issue of how many subunits it has is hotly debated."
PMC2998437,PMC2998437_005,There are even two published crystal structures showing either tetrameric or pentameric complexes. Here we show that the channel is actually pentameric in vivo and that the detergent used to solubilize the protein can rearrange the complexes from pentamers to tetramers. The finding that detergents can have such a profound effect on structure may have broad implications for the study of other membrane proteins.
PMC3005423,PMC3005423_000,"MscL is a bacterial mechanosensor that serves as a biological emergency release valve, releasing cytoplasmic solutes to the environment on osmotic downshock. Previous studies have recognized that this channel has properties that make it ideal for use as a triggered nanovalve for vesicular-based targeted drug-release devices. One can even change the modality of the sensor. Briefly, the introduction of charges into the MscL pore lumen gates the channel in the absence of membrane tension; thus, by inserting compounds that acquire a charge on exposure to an alternative stimulus, such as light or pH, into the pore of the channel, controllable nanoswitches that detect these alternative modalities have been engineered."
PMC3005423,PMC3005423_001,"However, a charge in the pore lumen could not only encourage actuation of the nanopore but also have a significant influence on the permeation of large charged compounds, which would thus have important implications for the efficiency of drug-release devices. In this study, we used in vivo and electrophysiological approaches to demonstrate that the introduction of a charge into pore lumen of MscL does indeed influence the permeation of charged molecules. These effects were more drastic for larger compounds and, surprisingly, were related to the orientation of the MscL channel in the membrane.—Yang, L-M, Blount, P. Manipulating the permeation of charged compounds through the MscL nanovalve."
PMC3005423,PMC3005423_002,"Keywords: osmoregulation, drug-release device, ionic preference, ionic selectivity The mechanosensitive channel of large conductance (MscL) is found in the cytoplasmic membrane of most bacteria ( 1 ), where it plays a vital role in osmoregulation by protecting the cell from lysis on acute decreases in external osmotic environment by releasing cytoplasmic osmolytes ( 2 ), thus serving as a biological “emergency release valve.” It has remained one of the best studied and most understood of mechanosensitive channels. A MscL homologue from Mycobacterium tuberculosis has been resolved by X-ray crystallography and shown to be of simple architecture: a homopentamer, with each subunit containing 2 transmembrane α helices and a cytoplasmic α helical bundle ( 3 )."
PMC3005423,PMC3005423_003,"The first transmembrane domain, TM1, forms the pore of the channel, while the second transmembrane domain, TM2, is exposed to the lipid bilayer. In response to tension in cell membrane, both TM1 and TM2 expand, and this expansion ultimately leads to channel opening, with TM1 largely forming the pore lumen ( 4 – 7 ). Several previous studies have recognized that this channel has many properties that would make it ideal for use in vesicular-based targeted drug-release nanodevices. It has a very large pore size (30–40 Å; ref. 8 ); thus, when gated, the nanopore would allow large compounds to be released. Furthermore, it can be translated in vitro ( 9 ) or synthetically synthesized ( 10 ), reconstituted into lipids, and yet spontaneously assemble into a functional complex."
PMC3005423,PMC3005423_004,"Moreover, introduction of charges into the MscL pore lumen can gate the channel in the absence of membrane tension ( 5 , 11 , 12 ). This approach has allowed for the engineering of controllable nanopores, or nanoswitches that detect alternative modalities, including light ( 13 ) and pH ( 14 ). To perform this technique, compounds that acquire charges in response to these stimuli are inserted chemically, by thiol reactions to unique cysteines substituted by site-directed mutagenesis, into the pore of the channel. However, a charge in the pore lumen might not only encourage actuation of the nanopore but also influence the permeation of charged molecules. In this study, we used in vivo efflux assays and patch-clamp approaches to address this question. It has been assumed that, because of its large pore size, MscL has no ionic preference."
PMC3005423,PMC3005423_005,"Therefore, for this study, we initially sought to determine whether this was indeed the case. We recorded from inside-out patches obtained from giant bacterial spheroplasts, as described previously ( 21 ). Using asymmetric conditions, as described in Materials and Methods, the I / V plot of wild-type MscL was generated, and its reversal potential was determined. Figure 1 shows that wild-type MscL has a positive reversal potential of 0.57 ± 0.09 mV. This finding is much closer to the Cl − reversal potential (17.5 mV) than the reversal potential for K + (−27.8 mV), thus indicating an anionic preference."
PMC3190158,PMC3190158_000,"The mechanosensitive channel of large conductance (MscL) from E. coli serves as an emergency release valve allowing the cell to survive acute osmotic downshock. It is one of the best studied mechanosensitive channels and serves as a paradigm for how a protein can sense and respond to membrane tension. Two MscL crystal structures of the orthologs M. tuberculosis and S. aureus have been solved showing pentameric and tetrameric structures, respectively. Several studies followed to understand whether the discrepancy in their stoichiometry was a species difference or a consequence of the protein manipulation for crystallization. Two independent studies now agree that the full-length S. aureus MscL is actually a pentamer, not tetramer. While detergents appear to play a role in modifying the oligomeric state of the protein, a cytoplasmic helical bundle has also been implicated."
PMC3190158,PMC3190158_001,"Here, we evaluate the role of the C-terminal region of S. aureus MscL in the oligomerization of the channel in native membranes by using an in vivo disulfide-trapping technique. We find that the oligomeric state of S. aureus MscLs with different C-terminal truncations, including the one used to obtain the tetrameric S. aureus MscL crystal structure, are pentamers in vivo . Thus, the C-terminal domain of the S. aureus protein only plays a critical role in the oligomeric state of the SaMscL protein when it is solubilized in detergent. Keywords: mechanosensitive channel, oligomerization, detergent solubilization, stoichiometry, disulfide trapping"
PMC3289768,PMC3289768_000,"MscL is a bacterial mechanosensitive channel that protects cells from lysis upon acute decrease in external osmotic environment. It is one of the best characterized mechanosensors known, thus serving as a paradigm of how such molecules sense and respond to stimuli. In addition, the fact that it can be genetically modified, expressed, isolated, and manipulated has led to its proposed use as a triggered nanovalve for various functions including sensors within microelectronic array chips, as well as vesicular-based targeted drug release. X-ray crystallography reveals a homo-pentameric complex with each subunit containing two transmembrane α-helices (TM1 and TM2) and a single carboxyl terminal α-helix arranging within the complex to form a five-fold cytoplasmic bundle (CB), whose function and stability remain unclear."
PMC3289768,PMC3289768_001,"In this study, we show three routes that throttle the open channel conductance. When the linker between the TM2 and CB domain is shortened by deletions or constrained by either cross linking or heavy metal coordination, the conductance of the channel is reduced; in later two cases, even reversibly. While having implications for the stability of the CB, these data also provide routes for engineering MscL sensors that are more versatile for potential nanotech devices. Keywords: Osmoregulation, Conductance, Nanopore, Biosensor, Drug-release device The mechanosensitive channel of large conductance, MscL, is a bacterial channel located in the cytoplasmic membrane that protects cells from lysis upon acute decrease in external osmotic environment by releasing cytoplasmic osmolytes. 1 This channel was first identified in E. coli , and most functional studies have been undertaken in this species."
PMC3289768,PMC3289768_002,"A MscL homologue from Mycobacterium tuberculosis , which has 67% similarity, has been resolved by X-ray crystallography and shown to be a homopentamer, with each subunit containing two transmembrane α helices (TM1 and TM2), of which TM1 forms the pore of the channel and TM2 is exposed to the lipid bilayer. 2 Although a more recent crystal structure of MscL from S. aureus shows a tetrameric complex, 3 this appears to be a detergent-specific oligomeric organization not reflecting a physiological state; in vivo essentially all channels are pentameric. 4 – 5 The pentameric channel opens by the expansion of both TM1 and TM2 in response to tension in cell membrane. 6 – 11 The channel also contains a single carboxyl terminal α helix from each subunit that together assemble into a 5-helix cytoplasmic bundle (CB)."
PMC3289768,PMC3289768_003,"2 It remains unclear what the function of the CB is, and whether or to what extent the bundle is dissociated during channel gating. Previous studies have shown that the E. coli MscL channel has a very large pore size, greater than 30Å, 12 which has caused some researchers to speculate that it could be used in nanodevices. Indeed, it has many properties that would make it ideal for use as a triggered nanovalve in such devices. It can be translated in vitro 13 or synthetically synthesized, reconstituted into lipids, and yet spontaneously assemble into a functional complex. 14 Since introduction of charges into the channel pore lumen can gate the channel in the absence of membrane tension, 7 , 15 – 18 E. coli MscL has been engineered into controllable nanovalves that detect alternative modalities including light 19 and pH."
PMC3289768,PMC3289768_004,"20 The channel has been shown to be functional in vesicular-release devices, 19 – 21 as well as in an engineered microelectronic array chip; 22 its large pore size yields a robust response in such devices. However, for some purposes a smaller or adjustable pore size would be of advantage. The data presented within this study on E. coli MscL have two aspects: first, they resolve the issue of whether the CB disassociates upon normal channel opening, and second, they demonstrate that the MscL nanopore response can be effectively and reversibly modulated, which would have advantages in an assortment of potential nanodevices. We have demonstrated that the CB is quite stable, even upon channel opening. This finding suggested that the MscL nanovalve can be engineered to have a smaller pore size and conductance by decreasing the TM2/CB linker, which appears to serve as a molecular sieve."
PMC3289768,PMC3289768_005,"The linker can easily be modified in at least three ways: shortening by deletions, or constraining the region by either cross linking or heavy metal coordination; in later two cases the decreases in pore size are even reversible. These results provide routes for engineering MscL sensors that are more versatile for potential nanotech devices."
PMC3508904,PMC3508904_000,"The bacterial mechanosensitive channel of large conductance, MscL, is one of the best characterized mechanosensitive channels serving as a paradigm for how proteins can sense and transduce mechanical forces. The physiological role of MscL is that of an emergency release valve that opens a large pore upon a sudden drop in the osmolarity of the environment. A crystal structure of a closed state of MscL shows it as a homopentamer, with each subunit consisting of two transmembrane domains (TM). There is consensus that the TM helices move in an iris like manner tilting in the plane of the membrane while gating. An N-terminal amphipathic helix that lies along the cytoplasmic membrane (S1), and the portion of TM2 near the cytoplasmic interface (TM2 ci ), are relatively close in the crystal structure, yet predicted to be dynamic upon gating."
PMC3508904,PMC3508904_001,"Here we determine how these two regions interact in the channel complex, and study how these interactions change as the channel opens. We have screened 143 double-cysteine mutants of E. coli MscL for their efficiency in disulfide bridging and generated a map of protein-protein interactions between these two regions. Interesting candidates have been further studied by patch clamp and show differences in channel activity under different redox potentials; the results suggest a model for the dynamics of these two domains during MscL gating. Keywords: mechanosensitive channel, MscL, disulfide trapping, protein-protein interactions, osmoregulation In this work we study protein-protein interactions between S1 (S2-M12) and TM2 ci (F93-K105) residues in E. coli MscL channel ( Fig. 1 ) by using an in vivo disulfide trapping assay."
PMC3508904,PMC3508904_002,"17 We chose to perform this in vivo assay because it involves little or no manipulation of the protein and is therefore more likely to reflect real protein-protein interactions, eliminating possible artifacts occurring during protein purification. Briefly, bacteria expressing each double mutant were grown in high salt media and either diluted in media of the same osmolarity (control) or lower osmolarity (osmotic down-shock) with the oxidizing agent copper-phenanthroline. After a brief incubation the bacteria were pelleted, resuspended in sample buffer, run in an electrophoresis gel and visualized in a western blot with a MscL antibody. Interestingly, we found that interactions between S1 and TM2 ci domains are so efficient that only 1.5 µM copper-phenanthroline had to be used in order not to saturate the screen."
PMC3508904,PMC3508904_003,"To compare the likelihood of interactions between cysteine substituted residues from S1 and TM2 ci domains, we measured the amount of protein existing as monomer through pentamers in western blots. We expressed the values as the percentage of multimers vs. the total protein. For the multimer value we counted only the trimers to pentamers because some single cysteine mutants in S1 can form dimers, 15 thus leading to ambiguity. The 3D graph in Figure 2 summarizes our results. The X and Y axis are the residues from S1 (residues 2 to 12) and TM2 ci (residues 93 to 105) regions respectively, and the z axis reflects the percentage of total protein existing as multimers for each double cysteine mutant."
PMC3508904,PMC3508904_004,"Note that the graph shows a pattern where almost no multimer formation occurs between S1 and residues A95, M94 and F93, residues that are inside the membrane of TM2, while the strongest interactions occur between K105 to L102 and S1. Figure 2. Interactions between cytoplasmic domains. The graph summarizes the results of the in vivo disulfide trapping experiments and compares the efficiency of multimer formation between 143 MscL double cysteine mutants. The y and x axis reflect the sequence of amino acids of the S1 (residues 2 to 12) and TM2 ci (residues 93 to 105) regions respectively and the z axis reflects the percentage of total protein existing as multimers for each double cysteine mutant. The legend shows the color corresponding to each percentage value. All values represent the mean of at least three repeats."
