paper_id,chunk_id,text
PMC10848226,PMC10848226_001,"Though this work is in its infancy, early research suggests the potential to use microbial biocontrol to reduce hospital- and home-acquired multidrug-resistant infections. Although these techniques hold promise, there is an urgent need to better understand the microbial ecology of built environments and to determine how these biocontrol solutions alter species interactions. This review covers our current understanding of microbial ecology of the built environment and proposes strategies to translate that knowledge into effective biocontrol of antibiotic-resistant pathogens. Keywords: indoor microbiome, biocontrol, probiotic cleaning, bacillus, antibiotic resistance, built environment, AMR, metabolic modelling Probiotic intervention studies in hospitals [ 22-24 , 99 , 100 ] have demonstrated the potential to revolutionize cleaning approaches in healthcare facilities."
PMC10848226,PMC10848226_002,"However, much is still unknown about their mechanism of action, as well as how additional factors could influence their efficaciousness in situ . Further investigation of how spores germinate and competitively exclude other microbes in these dry, nutrient-depleted environments is needed for the successful development and broad deployment of probiotic cleaners. To answer these questions, we must use a variety of experimental strategies, including varied application methods (i.e. how the cleaner is applied and at what concentration is the cleaner most effective), inclusion of taxonomically diverse pathogenic microbes at varied concentrations, and a characterization of whole community dynamics in response to cleaner application."
PMC10848226,PMC10848226_003,"These experiments will require highly controlled and easily manipulatable conditions, and therefore, laboratory testing will be essential for determining the relative importance of factors associated with method of use, humidity, nutrient availability, surface material type, and cleaning regimes. Further, simulating transmission events of microbes from surfaces to humans will be needed to more fully understand how probiotic cleaners influence transmission rates of taxa of interest. Differential use patterns of healthcare facilities might alter best practices for probiotic cleaner use. For example, it is unknown how the magnitude of response might vary between different wards or rooms."
PMC10848226,PMC10848226_004,"Patient rooms and bathrooms have been the primary focus of intervention studies; however, other shared spaces, such as hallways or visitor areas, also carry the potential for pathogen accumulation and transmission risk. Additionally, long-term monitoring is crucial to detect whether the pathogens in these environments begin to adapt to this new cleaning method and therefore become resistant to biocontrol. Such a situation could start an evolutionary “arms race” with unknown outcomes. It is crucial to consider the health and emotional impacts on the patients and staff. Sociological studies on healthcare workers and patients are necessary to understand the perception that patients, staff, and the public have about the use of these novel products and to involve their feedback in product design and application."
PMC10848226,PMC10848226_005,"The popularity of probiotics in popular foods and drinks could help alleviate concerns, but deploying them in hospitals, especially around high-risk patients, will likely be controversial. Understanding the perception of these products, and explaining how and why they work, will aid in successful widespread adoption across healthcare systems. As seen in studies conducted during the COVID-19 pandemic, harsh cleaning treatments using bleach may inhibit the probiotic and phage cleaners, so it will be imperative that staff are trained in how to properly treat surfaces cleaned with probiotics. Beyond direct application to the engineering of probiotic materials [ 85 ], 3D printing is primed to be the future of microbial biocontrol in built environments."
PMC10848226,PMC10848226_006,"Recent advances in 3D printing have resulted in materials that can be printed at low enough temperatures that spores and even live bacteria are not harmed during the assembly process. Unlike previous efforts, which used hydrogels [ 85 ], these new approaches can enable the printing of ceramics or hard plastics with improved utility as building materials. Using genome-enabled metabolic modelling to select bacteria that are optimized for these printing processes presents unique opportunities for built environment-specific designs that could be used to manipulate the ecology of these environments in prescribed ways. If this trend continues, we may soon be able to print tiles, furniture, or even entire structures out of sustainably produced microbially active materials [ 97 ]."
PMC10848226,PMC10848226_007,"Establishing the efficacy of these products through well-designed field intervention studies that are informed by lab-based experiments is an exciting subfield of built environment microbiome research and will ultimately lead to better products, building materials, and design techniques in buildings to improve occupant health and well-being."
PMC3329368,PMC3329368_000,"Extracellular purine nucleotides appear capable of regulating plant development, defence and stress responses by acting in part as agonists of plasma membrane calcium channels. Factors stimulating ATP release include wounding, osmotic stress and elicitors. Here we show that exogenous abscisic acid and L-glutamate can also cause ATP accumulation around Arabidopsis thaliana roots. Release of ADP from root epidermis would trigger ionotropic receptor-like activity in the plasma membrane, resulting in transient elevation of cytosolic free calcium. Root epidermal protoplasts (expressing aequorin as a cytosolic free calcium reporter) can support an extracellular ADP-induced cytosolic calcium elevation in the presence of an extracellular reductant."
PMC3329368,PMC3329368_001,"This confirms that ADP could elicit calcium-based responses distinct to those of ATP, which have been shown previously to involve production of extracellular reactive oxygen species. Keywords: abscisic acid, ADP, ATP, calcium, channel, glutamate, root Extracellular purine nucleotides can regulate plant cell growth, stress responses, immunity and symbiotic events. 1 , 2 Their activity at the plasma membrane elicits increased production of nitric oxide (NO), activation of NADPH oxidases to produce reactive oxygen species (ROS), and transient elevations of cytosolic free calcium ([Ca 2+ ] cyt ). 3 - 9 Although there are no equivalents to animal ionotropic or metabotropic purinoreceptor genes apparent in higher plant genomes, plant responses to extracellular purine nucleotides are sensitive to antagonists of animal purinoceptors."
PMC3329368,PMC3329368_002,"1 , 10 - 12 Arabidopsis thaliana plasma membrane Ca 2+ channel activity was recently found to be activated rapidly by extracellular ADP, consistent with the presence of an ionotropic receptor. 13 Parallels with animal cells also extend to a conserved mechanism of ATP and ADP hydrolysis by extracellular apyrase, 14 plus release of ATP by exocytosis 15 and an ABC transporter. 16 ATP is released at plant wound and growth points, in response to touch, elicitors and hyperosmotic stress imposed by salts. 1 , 17 , 18 Here, wounding, hyperosmotic or sodicity stress resulted in distinct levels and time courses of ATP accumulation around excised roots of A. thaliana ( Fig. 1 )."
PMC3329368,PMC3329368_003,"Recovery of ATP levels to control values was evident at the 30 min time point after wounding but remained significantly elevated in response to abiotic stresses (30 min time point; NaCl, p < 0.001; sorbitol, p < 0.036, Student’s t-test). The stress response hormone abscisic acid (ABA) at 1 and 10 μM also promoted ATP accumulation around excised roots ( Fig. 2A ), albeit to a lower level. Accumulation above the ethanol control was significant for both concentrations at 10 and 15 min. Application of 10 μM ABA inhibits A. thaliana primary root growth, a response involving a plasma membrane NADPH oxidase and plasma membrane proline-rich extensin-like receptor kinase (PERK4). 19 , 20 PERK4 directs the activation of plasma membrane Ca 2+ influx channels."
PMC3329368,PMC3329368_004,"20 As extracellular ATP activates root epidermal plasma membrane Ca 2+ influx channels via activation of an NADPH oxidase, it becomes feasible that ABA inhibition involves ATP release and sensing upstream of NADPH oxidases and PERKs, resulting in an inhibitory Ca 2+ influx. High [Ca 2+ ] cyt can act as a “brake” to root hair elongation and perhaps this may also hold for elongation of primary roots. 21 Production of ROS by NADPH oxidases also promotes root cell elongation by activating plasma membrane Ca 2+ channels. 22 Thus, the dose-dependent stimulation or inhibition of growth by extracellular ATP may be effected by the levels of ROS production and channel activation."
PMC12008199,PMC12008199_000,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 ( CRW1 ) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil."
PMC12008199,PMC12008199_001,"We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism. Subject terms: Plant signalling, Tropism, Plant hormones This study demonstrated that amplified ethylene signaling impairs gravitropic growth of rice roots by affecting root cap stability and OsPIN2 polar localization, whereas mechanosensing-induced calcium signaling antagonizes ethylene signaling to safeguard gravitropism. Further information on research design is available in the Nature Portfolio Reporting Summary linked to this article."
PMC12008199,PMC12008199_000,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 ( CRW1 ) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil."
PMC12008199,PMC12008199_001,"We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism. Subject terms: Plant signalling, Tropism, Plant hormones This study demonstrated that amplified ethylene signaling impairs gravitropic growth of rice roots by affecting root cap stability and OsPIN2 polar localization, whereas mechanosensing-induced calcium signaling antagonizes ethylene signaling to safeguard gravitropism. Further information on research design is available in the Nature Portfolio Reporting Summary linked to this article."
PMC4035928,PMC4035928_000,"Their sessile lifestyle means that plants have to be exquisitely sensitive to their environment, integrating many signals to appropriate developmental and physiological responses. Stimuli ranging from wounding and pathogen attack to the distribution of water and nutrients in the soil are frequently presented in a localized manner but responses are often elicited throughout the plant. Such systemic signaling is thought to operate through the redistribution of a host of chemical regulators including peptides, RNAs, ions, metabolites, and hormones. However, there are hints of a much more rapid communication network that has been proposed to involve signals ranging from action and system potentials to reactive oxygen species. We now show that plants also possess a rapid stress signaling system based on Ca 2+ waves that propagate through the plant at rates of up to ∼400 µm/s."
PMC4035928,PMC4035928_001,"In the case of local salt stress to the Arabidopsis thaliana root, Ca 2+ wave propagation is channeled through the cortex and endodermal cell layers and this movement is dependent on the vacuolar ion channel TPC1. We also provide evidence that the Ca 2+ wave/TPC1 system likely elicits systemic molecular responses in target organs and may contribute to whole-plant stress tolerance. These results suggest that, although plants do not have a nervous system, they do possess a sensory network that uses ion fluxes moving through defined cell types to rapidly transmit information between distant sites within the organism. Plants are constantly tailoring their responses to current environmental conditions via a complex array of chemical regulators that integrate developmental and physiological programs across the plant body."
PMC4035928,PMC4035928_002,"Environmental stimuli are often highly localized in nature, but the subsequent plant response is often elicited throughout the entire organism. For example, soil is a highly heterogeneous environment and the root encounters stimuli that are presented in a patchy manner. Thus, factors including dry or waterlogged regions of the soil, variations in the osmotic environment, and stresses such as elevated levels of salt are all likely to be encountered locally by individual root tips, but the information may have to be acted on by the plant as a whole. In animals, long-range signaling to integrate activities across the organism occurs through rapid ionic/membrane potential-driven signaling through the nervous system in addition to operating via long-distance chemical signaling."
PMC4035928,PMC4035928_003,"Plants have also been proposed to possess a rapid, systemic communication network, potentially mediated through signals ranging from changes in membrane potential/ion fluxes ( 1 – 3 ) and levels of reactive oxygen species (ROS) ( 4 , 5 ) to altered hydraulics in the vasculature ( 6 ). Even so, the molecular mechanisms behind rapid, systemic signaling in plants and whether such signals indeed carry regulatory information remains largely unknown. Suggestions that Ca 2+ channels play a role in signals that occlude sieve tube elements ( 7 ), or that mediate systemic electrical signaling ( 2 ) in response to remote wounding, highlight Ca 2+ -dependent signaling events as a strong candidate for mediating some of these long-range responses."
PMC4035928,PMC4035928_004,"Similarly, cooling of roots elicits Ca 2+ increases in the shoot within minutes ( 8 ), suggesting systemic signals can elicit Ca 2+ -dependent responses at distal sites within the plant. However, despite extensive characterization of Ca 2+ signals (reviewed in ref. 9 ), their roles in a possible plant-wide communication network remain poorly understood. Therefore, to visualize how Ca 2+ might act in local and systemic signaling, we generated Arabidopsis plants expressing the highly sensitive, GFP-based, cytoplasmic Ca 2+ sensor YCNano-65 ( 10 ). We observed that a range of abiotic stresses including H 2 O 2 , touch, NaCl, and cold shock triggered Ca 2+ increases at the point of application. However, NaCl also elicited a Ca 2+ increase that moved away from the point of stress application."
PMC4035928,PMC4035928_005,"Propagation of this Ca 2+ increase was associated with subsequent systemic changes in gene expression. We also report that this salt stress-induced long-distance Ca 2+ wave is dependent on the activity of the ion channel protein Two Pore Channel 1 (TPC1), which also appears to contribute to whole-plant stress tolerance."
PMC12008199,PMC12008199_000,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 ( CRW1 ) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil."
PMC12008199,PMC12008199_001,"We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism. Subject terms: Plant signalling, Tropism, Plant hormones This study demonstrated that amplified ethylene signaling impairs gravitropic growth of rice roots by affecting root cap stability and OsPIN2 polar localization, whereas mechanosensing-induced calcium signaling antagonizes ethylene signaling to safeguard gravitropism. Further information on research design is available in the Nature Portfolio Reporting Summary linked to this article."
PMC5181587,PMC5181587_000,"Gravitropism in Arabidopsis shoots depends on the sedimentation of amyloplasts in the endodermis, and a complex interplay between the vacuole and F-actin. Gravity response is inhibited in zigzag-1 ( zig-1 ), a mutant allele of VTI11 , which encodes a SNARE protein involved in vacuole fusion. zig-1 seedlings have fragmented vacuoles that fuse after treatment with wortmannin, an inhibitor of phosphatidylinositol 3-kinase, and underscore a role of phosphoinositides in vacuole fusion. Using live-cell imaging with a vertical stage microscope, we determined that young endodermal cells below the apical hook that are smaller than 70 μm in length are the graviperceptive cells in dark-grown hypocotyls. This result was confirmed by local wortmannin application to the top of zig-1 hypocotyls, which enhanced shoot gravitropism in zig-1 mutants."
PMC5181587,PMC5181587_001,"Live-cell imaging of zig-1 hypocotyl endodermal cells indicated that amyloplasts are trapped between juxtaposed vacuoles and their movement is severely restricted. Wortmannin-induced fusion of vacuoles in zig-1 seedlings increased the formation of transvacuolar strands, enhanced amyloplast sedimentation and partially suppressed the agravitropic phenotype of zig-1 seedlings. Hypergravity conditions at 10 g were not sufficient to displace amyloplasts in zig-1 , suggesting the existence of a physical tether between the vacuole and amyloplasts. Our results overall suggest that vacuole membrane remodeling may be involved in regulating the association of vacuoles and amyloplasts during graviperception."
PMC4936552,PMC4936552_000,"Plants exhibit rapid, systemic signaling systems that allow them to coordinate physiological and developmental responses throughout the plant body, even to highly localized and quickly changing environmental stresses. The propagation of these signals is thought to include processes ranging from electrical and hydraulic networks to waves of reactive oxygen species ( ROS ) and cytoplasmic Ca 2+ traveling throughout the plant. For the Ca 2+ wave system, the involvement of the vacuolar ion channel TWO PORE CHANNEL1 (TPC1) has been reported. However, the precise role of this channel and the mechanism of cell-to-cell propagation of the wave have remained largely undefined. Here, we use the fire-diffuse-fire model to analyze the behavior of a Ca 2+ wave originating from Ca 2+ release involving the TPC1 channel in Arabidopsis ( Arabidopsis thaliana )."
PMC4936552,PMC4936552_001,"We conclude that a Ca 2+ diffusion-dominated calcium-induced calcium-release mechanism is insufficient to explain the observed wave transmission speeds. The addition of a ROS -triggered element, however, is able to quantitatively reproduce the observed transmission characteristics. The treatment of roots with the ROS scavenger ascorbate and the NADPH oxidase inhibitor diphenyliodonium and analysis of Ca 2+ wave propagation in the Arabidopsis respiratory burst oxidase homolog D ( AtrbohD ) knockout background all led to reductions in Ca 2+ wave transmission speeds consistent with this model. Furthermore, imaging of extracellular ROS production revealed a systemic spread of ROS release that is dependent on both AtRBOHD and TPC1 ."
PMC4936552,PMC4936552_002,"These results suggest that, in the root, plant systemic signaling is supported by a ROS -assisted calcium-induced calcium-release mechanism intimately involving ROS production by AtRBOHD and Ca 2+ release dependent on the vacuolar channel TPC1. Plants possess a rapid systemic signaling network that enables whole-plant responses to localized stimuli. Examples include wounding ( Miller et al., 2009 ), pathogen attack ( Dempsey and Klessig, 2012 ), and osmotic shock ( Christmann et al., 2007 )."
PMC4936552,PMC4936552_003,"The system(s) involved in the plant-wide propagation of these signals has been proposed to be mediated by a diverse set of molecular regulators, including changes in membrane potential and ion fluxes ( Felle and Zimmermann, 2007 ; Zimmermann et al., 2009 ; Mousavi et al., 2013 ), hydraulics in the vasculature ( Christmann et al., 2007 ; Farmer et al., 2014 ), and reactive oxygen species ( ROS ; Miller et al., 2009 ). A novel addition to this suite of systemic signals was described by Choi et al. (2014) , in which a wave-like propagation of increased cytoplasmic Ca 2+ moved throughout the plant in response to localized salt stress. This signal propagated through the roots at a velocity of 396 ± 28 μm s −1 and induced the expression of a range of stress-response genes in the leaves."
PMC4936552,PMC4936552_004,"Unlike systemic signals described previously, this Ca 2+ wave preferentially propagates through the root cortical and endodermal cells rather than the vasculature ( Choi et al., 2014 ). Furthermore, the velocity of the signal is slower than the reported speed of 800 to 1,400 μm s −1 seen with the other proposed systemic signals, such as the ROS wave or electrical coupling ( Miller et al., 2009 ; Mousavi et al., 2013 ). Choi et al. (2014) revealed that the Ca 2+ wave could be blocked by the application of pharmacological agents (La 3+ and Ruthenium Red) known to inhibit calcium-release pathways and that disruption of the TWO PORE CHANNEL1 ( TPC1 ) gene results in a substantial drop in wave speed ( Table I ). Furthermore, overexpression of TPC1 increased the speed of the wave by a factor of 1.7 ( Table I )."
PMC4936552,PMC4936552_005,"TPC1 also appears to be involved in systemic wound-related Ca 2+ increases ( Kiep et al., 2015 ), yet for many stress responses, whole-plant Ca 2+ signaling dynamics appear unchanged in TPC1 mutants ( Ranf et al., 2008 )."
PMC7610290,PMC7610290_000,"Systemic signaling and systemic acquired acclimation (SAA) are essential for plant survival during episodes of environmental stress. Recent studies highlighted a key role for reactive oxygen species (ROS) signaling in mediating systemic responses and SAA during light stress in Arabidopsis ( Arabidopsis thaliana ) . These studies further identified the RESPIRATORY BURST OXIDASE HOMOLOG D (RBOHD) protein as a key player in mediating rapid systemic ROS responses. Here, we report that tissue-specific expression of RBOHD in phloem or xylem parenchyma cells of the rbohD mutant restores systemic ROS signaling, systemic stress-response transcript expression, and SAA to a local treatment of light stress. We further demonstrate that RBOHD and RBOHF are both required for local and systemic ROS signaling at the vascular bundles of Arabidopsis."
PMC7610290,PMC7610290_001,"Taken together, our findings highlight a key role for RBOHD-driven ROS production at the vascular bundles of Arabidopsis in mediating light stress–induced systemic signaling and SAA. In addition, they suggest that the integration of ROS, calcium, electric, and hydraulic signals, during systemic signaling, occurs at the vascular bundles."
PMC5614317,PMC5614317_000,"Calcium ions are predicted to be key signaling entities during biotic interactions, with calcium signaling forming an established part of the plant defense response to microbial elicitors and to wounding caused by chewing insects, eliciting systemic calcium signals in plants. However, the role of calcium in vivo during biotic stress is still unclear. This protocol describes the use of a genetically-encoded calcium sensor to detect calcium signals in plants during feeding by a hemipteran pest. Hemipterans such as aphids pierce a small number of cells with specialized, elongated sucking mouthparts, making them the ideal tool to study calcium dynamics when a plant is faced with a biotic stress, which is distinct from a wounding response. In addition, fluorescent biosensors are revolutionizing the measurement of signaling molecules in vivo in both animals and plants."
PMC5614317,PMC5614317_001,"Expressing a GFP-based calcium biosensor, GCaMP3, in the model plant Arabidopsis thaliana allows for the real-time imaging of plant calcium dynamics during insect feeding, with a high spatial and temporal resolution. A repeatable and robust assay has been developed using the fluorescence microscopy of detached GCaMP3 leaves, allowing for the continuous measurement of cytosolic calcium dynamics before, during, and after insect feeding. This reveals a highly-localized rapid calcium elevation around the aphid feeding site that occurs within a few minutes. The protocol can be adapted to other biotic stresses, such as additional insect species, while the use of Arabidopsis thaliana allows for the rapid generation of mutants to facilitate the molecular analysis of the phenomenon. Keywords: Biochemistry, Issue 126, Calcium, aphid, GCaMP, microscopy, insect, GFP Download video stream ."
PMC5677518,PMC5677518_000,"Plants show a rapid systemic response to a wide range of environmental stresses, where the signals from the site of stimulus perception are transmitted to distal organs to elicit plant-wide responses. A wide range of signaling molecules are trafficked through the plant, but a trio of potentially interacting messengers, reactive oxygen species (ROS), Ca 2+ and electrical signaling (‘trio signaling’) appear to form a network supporting rapid signal transmission. The molecular components underlying this rapid communication are beginning to be identified, such as the ROS producing NAPDH oxidase RBOHD, the ion channel two pore channel 1 (TPC1), and glutamate receptor-like channels GLR3.3 and GLR3.6. The plant cell wall presents a plant-specific route for possible propagation of signals from cell to cell."
PMC5677518,PMC5677518_001,"However, the degree to which the cell wall limits information exchange between cells via transfer of small molecules through an extracellular route, or whether it provides an environment to facilitate transmission of regulators such as ROS or H + remains to be determined. Similarly, the role of plasmodesmata as both conduits and gatekeepers for the propagation of rapid cell-to-cell signaling remains a key open question. Regardless of how signals move from cell to cell, they help prepare distant parts of the plant for impending challenges from specific biotic or abiotic stresses. Keywords: calcium, cell-to-cell communication, plasmodesmata, reactive oxygen species, systemic signaling"
PMC11850895,PMC11850895_000,"Animals rely on nervous systems to cope with environmental variability, whereas plants are characterized by lack of nervous system but still have evolved systemic communication systems through signaling molecules that trigger long-distance defense signaling events when encountered with environmental challenges. Here, our genetic screening of the previously constructed hairpin RNA-based Arabidopsis library identifies a glutathione (GSH)-deficient mutant that has high accumulation of glutamate (Glu), a previously defined wound signal essential for activating plant defense, but disharmoniously exhibits attenuation of defense signaling events. We further uncover GSH as a critical signaling molecule that relies on GLUTAMATE RECEPTOR-LIKE 3.3 (GLR3.3) to trigger long-distance calcium-based defense signaling events in plants."
PMC11850895,PMC11850895_001,"Our findings offer new insights into highly sophisticated systemic defense systems evolved by plants to defend against herbivory and pathogen invasion. Subject terms: Herbivory, Biotic, Wounding Li et al. identified GSH as a signaling molecule that triggers wound-induced systemic [Ca 2 + ] cyt transmission, activates JA biosynthesis, and regulates plant defense responses, highlighting the complex mechanisms of plant systemic defense signaling. Further information on research design is available in the Nature Portfolio Reporting Summary linked to this article."
PMC7076552,PMC7076552_000,"Recent advances in the routine access to space along with increasing opportunities to perform plant growth experiments on board the International Space Station have led to an ever-increasing body of transcriptomic, proteomic, and epigenomic data from plants experiencing spaceflight. These datasets hold great promise to help understand how plant biology reacts to this unique environment. However, analyses that mine across such expanses of data are often complex to implement, being impeded by the sheer number of potential comparisons that are possible. Complexities in how the output of these multiple parallel analyses can be presented to the researcher in an accessible and intuitive form provides further barriers to such research."
PMC7076552,PMC7076552_001,"Recent developments in computational systems biology have led to rapid advances in interactive data visualization environments designed to perform just such tasks. However, to date none of these tools have been tailored to the analysis of the broad-ranging plant biology spaceflight data. We have therefore developed the Test Of Arabidopsis Space Transcriptome (TOAST) database ( https://astrobiology.botany.wisc.edu/astrobotany-toast ) to address this gap in our capabilities. TOAST is a relational database that uses the Qlik database management software to link plant biology, spaceflight-related omics datasets, and their associated metadata. This environment helps visualize relationships across multiple levels of experiments in an easy to use gene-centric platform."
PMC7076552,PMC7076552_002,"TOAST draws on data from The US National Aeronautics and Space Administration’s (NASA’s) GeneLab and other data repositories and also connects results to a suite of web-based analytical tools to facilitate further investigation of responses to spaceflight and related stresses. The TOAST graphical user interface allows for quick comparisons between plant spaceflight experiments using real-time, gene-specific queries, or by using functional gene ontology, Kyoto Encyclopedia of Genes and Genomes pathway, or other filtering systems to explore genetic networks of interest. Testing of the database shows that TOAST confirms patterns of gene expression already highlighted in the literature, such as revealing the modulation of oxidative stress-related responses across multiple plant spaceflight experiments."
PMC7076552,PMC7076552_003,"However, this data exploration environment can also drive new insights into patterns of spaceflight responsive gene expression. For example, TOAST analyses highlight changes to mitochondrial function as likely shared responses in many plant spaceflight experiments. Keywords: Arabidopsis thaliana , spaceflight, transcriptomics, RNAseq, microarray, proteomics, bioinformatics, Qlik As the volume of spaceflight omics-level data increases, its power will lie in researchers' ability to mine both within and across multiple datasets. Such comparisons will provide an important source of hypotheses to then be experimentally tested. TOAST provides a data-rich environment with which to explore the commonalities and differences in the responses of plants to spaceflight and spaceflight-related environments in an accessible and intuitive format."
PMC7076552,PMC7076552_004,"The TOAST database has been released as a publicly available, web-based environment ( https://astrobiology.botany.wisc.edu/astrobotany-toast ) along with an online tutorial at https://astrobiology.botany.wisc.edu/astrobotany-toast/tutorial-metadata . At present, TOAST provides a tool to aid the plant biology community. However, the underlying TOAST architecture is biological kingdom agnostic; through use of orthologous matrix mapping, we are working to extend TOAST to facilitate similar data exploration across the wealth of biological systems that are being analyzed in spaceflight."
PMC7414185,PMC7414185_000,"One of the major events of early plant immune responses is a rapid influx of Ca 2+ into the cytosol following pathogen recognition. Indeed, changes in cytosolic Ca 2+ are recognized as ubiquitous elements of cellular signaling networks and are thought to encode stimulus-specific information in their duration, amplitude, and frequency. Despite the wealth of observations showing that the bacterial elicitor peptide flg22 triggers Ca 2+ transients, there remain limited data defining the molecular identities of Ca 2+ transporters involved in shaping the cellular Ca 2+ dynamics during the triggering of the defense response network. However, the autoinhibited Ca 2+ -ATPase (ACA) pumps that act to expel Ca 2+ from the cytosol have been linked to these events, with knockouts in the vacuolar members of this family showing hypersensitive lesion-mimic phenotypes."
PMC7414185,PMC7414185_001,"We have therefore explored how the two tonoplast-localized pumps, ACA4 and ACA11, impact flg22-dependent Ca 2+ signaling and related defense responses. The double-knockout aca4/11 exhibited increased basal Ca 2+ levels and Ca 2+ signals of higher amplitude than wild-type plants. Both the aberrant Ca 2+ dynamics and associated defense-related phenotypes could be suppressed by growing the aca4/11 seedlings at elevated temperatures. Relocalization of ACA8 from its normal cellular locale of the plasma membrane to the tonoplast also suppressed the aca4/11 phenotypes but not when a catalytically inactive mutant was used."
PMC7414185,PMC7414185_002,"These observations indicate that regulation of vacuolar Ca 2+ sequestration is an integral component of plant immune signaling, but also that the action of tonoplast-localized Ca 2+ pumps does not require specific regulatory elements not found in plasma membrane-localized pumps. Plant pathogens are ubiquitous in the environment and plants have evolved sensory systems to recognize their presence and trigger appropriate defense responses. One of the best characterized of these sensing networks is through plasma membrane localized pattern recognition receptors (PRRs). These PRRs bind pathogen-associated molecular patterns (PAMPs): That is, conserved molecular signals of pathogen presence, such as bacterial flagellin or fungal chitin."
PMC7414185,PMC7414185_003,"Upon PAMP-binding, the PRRs trigger an immune response termed pattern-triggered immunity (PTI) that can lead to the rapid development of both local and plant-wide defense (systemic acquired resistance) ( 1 ). The best-characterized of the PRRs is the leucine-rich repeat receptor kinase flagellin-sensitive 2 (FLS2). This protein acts with a coreceptor, BAK1, and is responsible for recognizing bacterial flagellin (or minimally the flg22 peptide epitope within flagellin) ( 2 , 3 ) and triggers the signaling systems that lead to PTI. Induction of these local and systemic responses involves the activation of myriad cellular signaling events at sites of pathogen perception, such as protein phosphorylation cascades, production of reactive oxygen species, anion fluxes, and apoplastic alkalization ( 1 , 4 – 6 )."
PMC7414185,PMC7414185_004,"One of these major hallmarks of early PTI responses is a rapid influx of Ca 2+ into the cytosol immediately after PAMP recognition. The subsequent change in cytosolic Ca 2+ level is then thought to play a role in triggering downstream responses ( 7 – 9 ). Indeed, changes in cytosolic Ca 2+ are recognized as ubiquitous elements of cellular signaling networks and are thought to encode stimulus-specific information in their duration, amplitude, and frequency: Their so-called “calcium signature” ( 10 ). Calcium signatures are determined by an interplay between Ca 2+ permeable channels, exchangers, and pumps ( 11 ). Two cyclic nucleotide-gated channels (CNGCs 2 and 4) have emerged as likely key players in the Ca 2+ influx supporting the flg22-triggered signaling system under nonlimiting soil Ca 2+ levels ( 12 )."
